,kaggle_features,kaggle_featurs_No
2794,you fan,2.347221869835032
2795,ly,2.3465761498091497
2796,your fat,2.346211187349205
2797,re gonna,2.3455843255841042
2798,you hear,2.345259932576719
2799,florida,2.3446504381607363
2800,refs,2.3443733055633467
2801,knowing,2.344263233146459
2802,on them,2.3441825876743922
2803,example of,2.3437283647575486
2804,obvious,2.3432030284802594
2805,even more,2.3427241725962222
2806,nnow,2.3426037956677894
2807,item,2.3421719795454603
2808,swallow,2.341998477844802
2809,60,2.3415538566609078
2810,saved,2.341531420314687
2811,he didn,2.340900728636343
2812,leaving,2.340465337854993
2813,are completely,2.339924811533535
2814,carry,2.339193741913766
2815,hour,2.338781513397237
2816,you take,2.33874432002914
2817,think they,2.3378585570375776
2818,as usual,2.3378483888048445
2819,nas,2.3376253891484167
2820,plays,2.337171385919504
2821,runs,2.3371104906142603
2822,earlier,2.3356180390211083
2823,abuse,2.3354315914868424
2824,shall,2.3352509279654576
2825,if that,2.3348173884981227
2826,or do,2.3340258916570744
2827,dave,2.3334764351983326
2828,call me,2.3313368074694156
2829,he won,2.3309892804571457
2830,catch,2.33083880052356
2831,like he,2.33046238014465
2832,they should,2.329917509522676
2833,decent,2.328627833115121
2834,names,2.326980269604243
2835,and never,2.323931536816729
2836,hero,2.3238769910128276
2837,tree,2.3237643077946424
2838,about this,2.320558697667469
2839,that stupid,2.319933414700663
2840,feed,2.3194849779046827
2841,why can,2.3193554485216703
2842,for them,2.319167557591454
2843,idiot and,2.318469079215954
2844,putting,2.3182071235805597
2845,value,2.3181409631111665
2846,would like,2.317570467215281
2847,dam,2.3173198973103
2848,in america,2.3167134952559674
2849,failure,2.3162776463460277
2850,you at,2.3157089006358382
2851,go get,2.3151055703721233
2852,cheap,2.314462587533057
2853,dare you,2.3137855406109393
2854,constitution,2.3136657994314076
2855,away you,2.3122776086570753
2856,pc,2.311195870333992
2857,kill yourself,2.3111193438376008
2858,fool you,2.3110209370358095
2859,ring,2.310628522747333
2860,citizen,2.310518809916914
2861,help you,2.3102125713322987
2862,peace,2.30835107848973
2863,giant,2.308048593107043
2864,haha you,2.3073487366206966
2865,this world,2.306845145309108
2866,forever,2.305985196680237
2867,greatest,2.3057289639803735
2868,feature,2.305388990211818
2869,what was,2.3050762856647746
2870,are obviously,2.304375439368486
2871,arrest,2.304140693698055
2872,more about,2.3034279784182963
2873,steal,2.3027605464334546
2874,watched,2.3027007561311956
2875,bright,2.302288485198374
2876,the left,2.301808968669319
2877,earn,2.301600119888863
2878,park,2.3012653952319964
2879,one that,2.3007650366563595
2880,see it,2.300658143555947
2881,they want,2.29963424868342
2882,this show,2.299251977525079
2883,dollars,2.29891821317423
2884,hes,2.2983334134523035
2885,he doesn,2.2973787542425748
2886,england,2.2971022449961183
2887,alot of,2.295730980106749
2888,time and,2.295486052622513
2889,my ass,2.2953884424082425
2890,dump,2.2942681843741335
2891,out in,2.2938011217409926
2892,your parents,2.293500702150564
2893,why would,2.2929720411627734
2894,communist,2.2925876568211128
2895,you find,2.2925467722089925
2896,is our,2.2913204914051177
2897,about how,2.288223911503265
2898,equal,2.287091524269124
2899,you put,2.285845022975032
2900,no clue,2.284476435516969
2901,see what,2.2839648605398666
2902,utter,2.2833905428799284
2903,inning,2.2831431631283707
2904,spent,2.2830022376951824
2905,enjoying,2.2827057567957274
2906,selfish,2.2824515275142345
2907,due to,2.282000543567427
2908,n2,2.2817716290044605
2909,lord,2.281309891135889
2910,murderer,2.279905962564894
2911,all those,2.2793161784009035
2912,life is,2.2786794789910854
2913,liking,2.2764395970603912
2914,comment you,2.274954148122035
2915,then the,2.274716343323117
2916,flying,2.272778202009767
2917,good as,2.2723715472017334
2918,espn,2.2703032022937433
2919,because we,2.2700428230102916
2920,gays,2.2694647918211723
2921,in hell,2.268853771614404
2922,not only,2.2680796624852473
2923,mentally,2.267343378208281
2924,say it,2.267013940726013
2925,blue,2.2665580009644755
2926,sports,2.265519858602264
2927,and how,2.2653240424638312
2928,chick,2.264414432969813
2929,nwhen,2.2640821345135254
2930,in all,2.263940480208793
2931,nin,2.261561672451472
2932,immigration,2.2607917244188602
2933,heat fans,2.258242774067836
2934,referring,2.2581307648917397
2935,referring to,2.2581307648917397
2936,are truly,2.257116710359287
2937,know about,2.2563215310628904
2938,can take,2.2563157096254223
2939,band,2.2560050040702486
2940,comment is,2.255158287184509
2941,are always,2.2551071937568596
2942,product,2.255101922941634
2943,just shut,2.254798842422154
2944,spam,2.2546313027388196
2945,allow,2.2541065527191093
2946,in her,2.25401427894574
2947,like xa0,2.2535743945112667
2948,to show,2.2521819385660278
2949,building,2.251382265452212
2950,frank,2.250515260317839
2951,now xa0,2.24948747757888
2952,feels,2.2490661697938723
2953,ucking,2.2487858631212476
2954,ma,2.246815224963307
2955,were in,2.2463947515821134
2956,with me,2.2459366194737638
2957,on every,2.245773364987026
2958,kelly,2.2453829334836906
2959,before he,2.2453581504838964
2960,don see,2.244229741773639
2961,every time,2.2429243729119
2962,jewish,2.241616554047945
2963,screwed,2.2411741487665795
2964,us to,2.240480216954811
2965,with my,2.2389319585299954
2966,teachers,2.237694829813054
2967,xa0just,2.237610301362556
2968,king,2.237370186283089
2969,just want,2.2370428984575614
2970,the united,2.2364396661032178
2971,bridge,2.2356438881067118
2972,title,2.235615979467549
2973,like all,2.235515206323088
2974,the police,2.234970708869932
2975,to post,2.2345529681123804
2976,are more,2.2335254432757012
2977,troops,2.231476726463164
2978,shit out,2.2307807975388205
2979,her and,2.230494656210344
2980,moral,2.2304810100394925
2981,xa0 nyou,2.2283972979680553
2982,commit,2.2281129614764095
2983,boss,2.2279983414592377
2984,wtf are,2.226825356537803
2985,protect,2.2267802245614265
2986,u2019s,2.2260642325334064
2987,you try,2.2242971067410844
2988,canada,2.2227631215990327
2989,during the,2.2221921042635007
2990,the face,2.221511268661513
2991,the comments,2.221123512251673
2992,see how,2.220455589890393
2993,join,2.219941233787635
2994,lots of,2.2195883279390154
2995,u201d,2.2191973177001723
2996,so right,2.218794258435134
2997,xa0is,2.2175322602992042
2998,know nothing,2.215920970774714
2999,suggest,2.2157111107959757
3000,that when,2.215708549715411
3001,boards,2.2152765179144107
3002,not you,2.215129867797068
3003,thought you,2.213959390563393
3004,how did,2.212801959913181
3005,confidence,2.2121689369198676
3006,to stay,2.211901153742852
3007,summer,2.211861840316059
3008,limit,2.211717530379076
3009,hide,2.2102132663668166
3010,was going,2.209562639339216
3011,stock,2.2073274993353107
3012,keeps,2.20730975599902
3013,to what,2.2060740978629516
3014,xa0what,2.2049620702329222
3015,are bunch,2.2048175318133705
3016,at home,2.2035939173938424
3017,jenbroflovski,2.2035603558605525
3018,idea what,2.2026127785384175
3019,thousands,2.2022782119318
3020,girl you,2.2019010155926755
3021,hell are,2.201816695469822
3022,on their,2.2015540018203046
3023,is getting,2.201423477587792
3024,major,2.2003044659551017
3025,pity,2.2001033644503707
3026,and she,2.199086949444389
3027,to leave,2.1988411344450864
3028,bob,2.198168022865362
3029,it then,2.1970958763009567
3030,now and,2.197036940205969
3031,responsible,2.1959005701909122
3032,five,2.195864155574721
3033,such as,2.1941034604569873
3034,mommy,2.1940814678501783
3035,crowd,2.1934029690947936
3036,really think,2.193099751250773
3037,from his,2.1927742336480174
3038,and others,2.1927128929753557
3039,thugs,2.1897192564664145
3040,take the,2.18957014392527
3041,numbers,2.189162160780288
3042,bud,2.1890315737439465
3043,shit was,2.188833658482765
3044,somehow,2.1888104977322715
3045,more of,2.188685607981584
3046,gang,2.1872738530809577
3047,to their,2.1871190215880887
3048,the future,2.1863638611484673
3049,the bitch,2.18512683307566
3050,syria,2.1850776608639686
3051,xa0 they,2.1846981911658214
3052,pitching,2.1844154818672443
3053,incredible,2.1840816286928364
3054,lick,2.1831927187393356
3055,be more,2.182848472430183
3056,art,2.182425480282634
3057,and more,2.1815919473635144
3058,unions,2.1814732922873095
3059,greedy,2.1813517731191525
3060,under the,2.1795574587076714
3061,sun,2.179306417321294
3062,until you,2.1792517171811108
3063,meds,2.1791815760328337
3064,june,2.177943849607927
3065,white house,2.1769437167997103
3066,goodness,2.176640047034628
3067,study,2.175601552603063
3068,the fake,2.175161543605192
3069,white trash,2.1745170595177883
3070,jew,2.1722698345377593
3071,topic,2.172045251354545
3072,disgrace,2.172030096811334
3073,training,2.172025074367276
3074,dollar,2.1707793115387566
3075,count,2.170202477073464
3076,slapped,2.169304167630915
3077,rapist,2.168526375985859
3078,river,2.167623003740549
3079,keyboard,2.1672370044048033
3080,you truly,2.167227646717772
3081,are awesome,2.1667306502668287
3082,magic,2.1662929610419313
3083,seems like,2.1647306014920726
3084,too stupid,2.164284577748733
3085,form of,2.1638563243618623
3086,your problem,2.1637867289378474
3087,my favorite,2.162724108642764
3088,nplease,2.1622674803328654
3089,to that,2.162116971810902
3090,since you,2.161831526611028
3091,div class,2.1612216082734266
3092,class forum,2.1612216082734266
3093,forum item,2.1612216082734266
3094,think we,2.161069767009941
3095,extra,2.1604831065197265
3096,pray,2.159901993563146
3097,only thing,2.1597969397935692
3098,much as,2.158818680431373
3099,twice,2.1583036825499065
3100,really this,2.1582808659046377
3101,is out,2.1572440839314813
3102,it does,2.1569408447078846
3103,student,2.1561948408473604
3104,costs,2.154304634282844
3105,row,2.1535892918753463
3106,where did,2.1532029758739024
3107,with all,2.1516917615795395
3108,entirely,2.151055739187644
3109,below,2.1505856906356424
3110,have never,2.1502572904051305
3111,for one,2.150097903092367
3112,chinese,2.147833905043878
3113,church,2.147498704918229
3114,big deal,2.1470959376808065
3115,prayers,2.146497205396063
3116,you back,2.1462684215014134
3117,aliens,2.1459764651074926
3118,what she,2.145928557656739
3119,for yourself,2.1456944466895758
3120,nonstopdrivel,2.1454243638325017
3121,crackers,2.145108907676872
3122,to move,2.144910891866905
3123,turn,2.144896578109349
3124,spending,2.1446300513890044
3125,little more,2.144568394715676
3126,price,2.144557725969266
3127,are no,2.1435431431503815
3128,know if,2.142830994100715
3129,are loser,2.1413612358588323
3130,to put,2.141029490644086
3131,excellent,2.1405590527346074
3132,comments on,2.139523186996356
3133,and start,2.139473173573485
3134,much for,2.139172635120977
3135,because that,2.138608264932751
3136,policy,2.1385936164640307
3137,ticket,2.138477320057901
3138,xa0but,2.138279805270534
3139,ms,2.136703905686797
3140,inbred,2.1345266957743565
3141,get in,2.1340605319471417
3142,bully,2.133848981841382
3143,be careful,2.133571130471608
3144,on drugs,2.1329250603579695
3145,people to,2.1322339055010584
3146,anything you,2.130851114931498
3147,the back,2.1300237542916505
3148,we were,2.129096732212459
3149,hasn,2.1288652289050978
3150,eh,2.128506487274747
3151,your first,2.1284188154730015
3152,fools,2.1272038408375025
3153,life you,2.1266445968951753
3154,to ask,2.126564399429128
3155,regular,2.125580836042275
3156,know the,2.1228293851644757
3157,its fucking,2.122611440775391
3158,let you,2.1213670088372436
3159,you my,2.1207957510154705
3160,fish,2.1206188404172437
3161,here to,2.12038260818631
3162,we do,2.118955645960935
3163,seconds,2.118603862527122
3164,fuck yeah,2.1184695888266876
3165,fly,2.117735027781361
3166,disagree,2.1176842658736863
3167,put the,2.117555213928163
3168,wrote,2.1164315624376244
3169,give them,2.1159684183917196
3170,ngood,2.1155673017546874
3171,it isn,2.1145928025510323
3172,don say,2.1142286762645672
3173,oooh,2.113100666955048
3174,call you,2.1123550377540115
3175,chin,2.112169634409357
3176,just have,2.1121318244361693
3177,the old,2.1121021275878844
3178,enemies,2.11196345622459
3179,shame on,2.109646538980226
3180,what fucking,2.109526490566548
3181,and xa0,2.1074486355841677
3182,naked,2.1072565787792454
3183,reading your,2.1061721004793035
3184,it can,2.106171529395217
3185,to us,2.1052549014286943
3186,it as,2.104882228351386
3187,go and,2.104779031163697
3188,here but,2.1045176603633395
3189,does it,2.1036085281057715
3190,smoke,2.1035830769137425
3191,of many,2.1026791916329435
3192,are saying,2.1023965123512545
3193,in an,2.1012245000328895
3194,understand your,2.1011444488341757
3195,embarrassing,2.1006036697003254
3196,the wrong,2.099758975735713
3197,when she,2.099492442730025
3198,fucking retarded,2.0993256431515905
3199,harder,2.09853795494012
3200,out for,2.0981819181437222
3201,that makes,2.097680607841553
3202,do this,2.0969610202093585
3203,of being,2.096294256545762
3204,manny,2.0962701044515497
3205,for being,2.0959856541812223
3206,as he,2.095140730950322
3207,is wrong,2.0943837680904958
3208,this blog,2.0942894114187123
3209,wonder why,2.0935276353791608
3210,focus,2.0919964804137345
3211,early,2.0917006064262145
3212,in any,2.0906667392057154
3213,never be,2.090633833390357
3214,doesn mean,2.0886483050534315
3215,paying for,2.088386326106624
3216,is like,2.0879121866590586
3217,considering,2.0871780367835147
3218,on earth,2.0865595866187916
3219,we got,2.0853190162210598
3220,1st,2.0845946802150497
3221,oh wait,2.084201192757261
3222,notice,2.0840612215524033
3223,brand,2.0839254002366006
3224,you seen,2.0837890637643217
3225,in you,2.082948211505929
3226,angry,2.082710367069045
3227,white guy,2.0817159591701944
3228,not very,2.0815915729695615
3229,are living,2.081485078218237
3230,the president,2.0800733237650646
3231,for obama,2.0794869354310093
3232,chance to,2.079100334981197
3233,this will,2.0788989425384305
3234,since the,2.0788471673572033
3235,bigger,2.077752300555177
3236,sure he,2.0777107634041974
3237,yellow,2.077482753574732
3238,very good,2.0770343156172775
3239,xa0 but,2.0760916669432388
3240,six,2.0760105009180108
3241,track,2.0757436308145003
3242,shit is,2.074729546635295
3243,he should,2.0744734711074697
3244,uneducated,2.0744718290689423
3245,easy to,2.0742468027202015
3246,congrats,2.0729374496521893
3247,are typical,2.072375297589605
3248,wasted,2.071492279214751
3249,me of,2.071452660762523
3250,sadly,2.0714387771140306
3251,we just,2.069866446679793
3252,do to,2.0698545617228206
3253,happening,2.069253347130674
3254,fucking love,2.068983716166137
3255,that dumb,2.068207111656674
3256,kobe,2.067688652996648
3257,shows how,2.0676326588796834
3258,neck,2.0666414977212915
3259,his name,2.06514385177546
3260,to speak,2.0645804104403735
3261,fuck with,2.062034549350478
3262,attitude,2.0619848627281705
3263,hood,2.060838682698771
3264,me in,2.06043608677823
3265,your work,2.059960827330028
3266,bitch and,2.059643490051903
3267,drive,2.0591966356472895
3268,headed,2.058286159149337
3269,grammar,2.057987772098321
3270,we ve,2.0569649848682716
3271,force,2.0565553924621818
3272,just proved,2.0564874215723727
3273,not so,2.0564848179247086
3274,voting,2.056469615125835
3275,its not,2.055991068410923
3276,behavior,2.055560596252168
3277,seems to,2.0544148805395146
3278,xe4r,2.0531502827612482
3279,known,2.052719153541069
3280,one day,2.0522547700316314
3281,drinking,2.052117335516159
3282,cash,2.051800819935787
3283,course you,2.0512911659508886
3284,would take,2.051193917878439
3285,do what,2.050898237612861
3286,be very,2.0508581324961574
3287,build,2.0502471099647304
3288,max,2.0501128537532063
3289,my fucking,2.049102201556107
3290,what to,2.048281090374469
3291,re still,2.0481264517198245
3292,to school,2.0479490502833295
3293,do something,2.0474912453127194
3294,shove,2.047399069716211
3295,africa,2.046685132148676
3296,can only,2.046647701851663
3297,xa0 nthe,2.046579652124454
3298,isnt,2.0465787179251422
3299,asses,2.0455161016578542
3300,politicians,2.045425855295932
3301,the thunder,2.045204135836132
3302,the team,2.0445826114630905
3303,really don,2.0430219435063597
3304,mexico,2.0426818724199087
3305,middle class,2.0424614207999765
3306,energy,2.042317710175992
3307,built,2.041511073672885
3308,expensive,2.04121910852595
3309,depends,2.040783511342314
3310,somewhere,2.040544117236747
3311,wake up,2.04048097029782
3312,everywhere,2.038626423382698
3313,see is,2.0375537770759107
3314,you won,2.03747844683888
3315,and tell,2.037412028925385
3316,hunt,2.0346608831630877
3317,that this,2.0346436488967403
3318,you two,2.034346573735736
3319,skinny,2.0331651950769474
3320,counts,2.0329103932788946
3321,shooting,2.0323509684323615
3322,jimmy,2.0322310996413138
3323,stupid idiot,2.0317371641842694
3324,is as,2.031460907165717
3325,nuclear,2.031440886672432
3326,beating,2.0314150825146076
3327,thinking about,2.0312484384332117
3328,fuck are,2.031060698964913
3329,the kid,2.03090924733323
3330,re on,2.0304474150295357
3331,all these,2.0303355056622725
3332,it comes,2.02831169507269
3333,steve,2.0282518212971503
3334,did they,2.0277635400967555
3335,level of,2.0257003652260175
3336,our country,2.025587151010371
3337,common sense,2.0255139052169926
3338,currently,2.0253013397305595
3339,scott,2.0250337629577184
3340,you but,2.0248915330732897
3341,sake,2.0245539729555624
3342,your fucking,2.024276925590717
3343,michael,2.0228741381241857
3344,of any,2.0222907755897963
3345,one in,2.021825016342805
3346,del,2.021456455514066
3347,xa0why,2.0206477999300265
3348,was born,2.020624204240596
3349,it could,2.020442106048542
3350,beast,2.019852018343144
3351,isn it,2.019208372242096
3352,just for,2.0185271466403334
3353,then get,2.0183589061960125
3354,little man,2.0178305139596353
3355,better to,2.017080076553291
3356,make up,2.0167065281385113
3357,it doesn,2.016640294901955
3358,schools,2.01636141483948
3359,allowed,2.016033737984897
3360,you morons,2.0154188571834664
3361,claiming,2.0149327568513935
3362,that she,2.014648455578461
3363,and most,2.0141806250373704
3364,is being,2.013893889592704
3365,idiot if,2.0138093117292852
3366,whine,2.013672796070628
3367,it makes,2.0122996264719912
3368,never get,2.0121863576601324
3369,plenty,2.0112767237860316
3370,do anything,2.0108773089594267
3371,in other,2.0108727704727825
3372,way out,2.010771927652724
3373,voters,2.0101744219829785
3374,pen,2.0090632818148073
3375,unlike,2.0089694435199426
3376,wikipedia,2.008793581858599
3377,and fuck,2.008565633503303
3378,it also,2.0084953498696962
3379,named,2.006748012379856
3380,thats what,2.0064060509733403
3381,you forget,2.0063930300159347
3382,the child,2.004530496763912
3383,fix,2.0028892553585385
3384,close to,2.0026858531313967
3385,yep you,2.002509079919211
3386,out on,2.00241050198176
3387,to live,2.0017538631290948
3388,an american,2.0016732074390697
3389,flagged,2.000245357389136
3390,as an,1.9999524161267563
3391,tch,1.9997976204293784
3392,anything about,1.9991152150647633
3393,fucking with,1.9990610457776934
3394,shit on,1.9983294894205306
3395,olympics,1.9978448248436895
3396,white men,1.9967789496581898
3397,guessing,1.9957715993618743
3398,david,1.9956015600684005
3399,brothers,1.9951415288099539
3400,you understand,1.9948884371549989
3401,traffic,1.9948166258191062
3402,is too,1.9947647900443337
3403,spot on,1.994742859380802
3404,was on,1.9940516881569608
3405,the finals,1.9939929836911614
3406,bomb,1.9931736916234297
3407,something you,1.9927492113841394
3408,still have,1.9925984705530722
3409,picked,1.9917963366925988
3410,ironic,1.9909549215208129
3411,realize that,1.9904389265535511
3412,november,1.9896972163933253
3413,the games,1.98905619637597
3414,to check,1.9885398263832035
3415,talkin,1.9882200084120796
3416,say your,1.988018179553883
3417,know they,1.9877956015515594
3418,xe9ho,1.987669247054856
3419,depth,1.9859956417302258
3420,me what,1.9847362702097968
3421,good for,1.9844167860481807
3422,you live,1.984067293791961
3423,leader,1.98306249635509
3424,it now,1.9821511994678926
3425,option,1.9821223267596404
3426,ll take,1.9804493915349173
3427,2nd,1.9799678557617644
3428,throwing,1.979697994961811
3429,day and,1.979595101892776
3430,many of,1.9794276761327143
3431,budget,1.9789619122271231
3432,read it,1.9782233862602985
3433,makes me,1.9762382681130488
3434,2010,1.9757919099311505
3435,neighbors,1.9755491296919196
3436,to look,1.9746933123461707
3437,revenge,1.974209351402917
3438,like yourself,1.9712899821900831
3439,understanding,1.9704996050073729
3440,would never,1.9696551972649392
3441,can say,1.9689789236618964
3442,name to,1.9674430997223997
3443,terrorists,1.967249704556229
3444,hope they,1.966310114144029
3445,ghetto,1.9659596843892324
3446,and be,1.9657599261658831
3447,sensitive,1.9656063237246577
3448,would not,1.9651674698855217
3449,nah,1.964716825322485
3450,right on,1.964102232802158
3451,xa0 get,1.9630006208926039
3452,related to,1.962318095323805
3453,just plain,1.962089784392604
3454,person you,1.9618250103207835
3455,worthy,1.9615792227996163
3456,moi,1.9606072070488665
3457,album,1.9602239825198662
3458,rapists,1.9600948607150248
3459,puke,1.960012335026143
3460,xa0this,1.9597651955634947
3461,and can,1.9589475159286232
3462,ios,1.9586201624609454
3463,in here,1.958546752937551
3464,you keep,1.9582164155376116
3465,adam,1.9575489836426485
3466,who gives,1.95709836269607
3467,westbrook,1.956538341977769
3468,one is,1.9564987369805598
3469,nwho,1.9560959498301753
3470,are now,1.9560393324092282
3471,and am,1.9545401436250167
3472,mods,1.9544752846308944
3473,ship,1.9535325381324578
3474,gullible,1.9529736348517166
3475,xa0 if,1.9528016252963651
3476,why did,1.9527526399605555
3477,and yet,1.9520751966798287
3478,ufeff,1.9520411441276915
3479,devils,1.9513832051247402
3480,qualified,1.9513194600920019
3481,damn good,1.9510811985514087
3482,maggot,1.9508024722900665
3483,nyou have,1.9505233472292223
3484,denial,1.9499773289983664
3485,motherfuckers,1.9493792211935177
3486,drama,1.9493322796481354
3487,as good,1.9486095635904357
3488,particular,1.9485397058734233
3489,number of,1.948243358751783
3490,block,1.9482086178102322
3491,benefits,1.9481245489094305
3492,rap,1.9474040413473719
3493,my life,1.9467764958257319
3494,friggin,1.9457071323016282
3495,nnot,1.9454992178353065
3496,thought it,1.945244498903092
3497,mothers,1.9449223334028638
3498,is such,1.9443696839629667
3499,serving,1.9443660330273536
3500,will go,1.944272325374432
3501,min,1.9437362760566956
3502,you stop,1.9428362978442446
3503,it with,1.9428113516245484
3504,personal,1.9426688167426687
3505,carter,1.9418183360405565
3506,is now,1.9416214158360434
3507,is also,1.9409666294504495
3508,smarter,1.9408229178907737
3509,supporting,1.940805392792095
3510,on an,1.9399972926630509
3511,talk like,1.9391354051241168
3512,if this,1.938587280461105
3513,bitching,1.9381079711418883
3514,it for,1.9373450422044949
3515,idiotic comment,1.9371356962405768
3516,say about,1.9366240527172547
3517,freedom of,1.9355195614049685
3518,ability,1.9339741936642267
3519,using your,1.9334745681519439
3520,it if,1.9329454865805964
3521,iraq,1.9328740164423985
3522,photos,1.9327684156730018
3523,deserves,1.9324392038156162
3524,device,1.9320750884984637
3525,mary,1.9319694766593178
3526,brilliant,1.9319279780990348
3527,pants,1.931560345285804
3528,sooner,1.9307407559518306
3529,http www,1.9306690926863193
3530,local,1.930449267547224
3531,owner,1.9300308418108814
3532,end up,1.9297063470719347
3533,up xa0,1.9291847662497261
3534,you with,1.9288514548197473
3535,every single,1.928605457580289
3536,not sure,1.9282460166904707
3537,some more,1.927264960998963
3538,unable,1.9272149797010034
3539,unable to,1.9272149797010034
3540,that guy,1.927090780541112
3541,both of,1.926906611228521
3542,sometimes,1.9268393705139963
3543,to yourself,1.9261320468645389
3544,nwhy,1.925817410826732
3545,people in,1.9247896680202468
3546,be better,1.9226760504439084
3547,are probably,1.9222570608910168
3548,draft,1.9209030050126545
3549,are some,1.9204701529283394
3550,then they,1.9201395910608468
3551,fuck what,1.919731549124654
3552,every day,1.919713361470102
3553,north,1.9196956137084156
3554,key,1.9190281709896913
3555,guys who,1.9178624925343435
3556,classic,1.9176353430017943
3557,stand up,1.9167856221315387
3558,shum,1.916750865291349
3559,beginning,1.9166787126808233
3560,really that,1.9166275511847048
3561,juvenile,1.9163131260706325
3562,memory,1.9157800196239685
3563,dumb as,1.915349554461454
3564,hat,1.9149565245349416
3565,when are,1.914323046097825
3566,ten,1.9140270306670693
3567,are hilarious,1.9138919115074606
3568,one on,1.913820179241138
3569,talent,1.912798057044223
3570,possibly,1.9125549717821393
3571,hill,1.9115798182271844
3572,dark,1.911292758098995
3573,legs,1.9111683848102623
3574,idk,1.9111652571707436
3575,see if,1.9108276333049832
3576,who will,1.9100303425279272
3577,welcome to,1.9098330114938307
3578,as it,1.9095741327573739
3579,hitler,1.9093173492819135
3580,2011,1.909165904443425
3581,your pathetic,1.9090610305536302
3582,students,1.908594436547513
3583,years to,1.9079795979037009
3584,point of,1.9072864457571044
3585,to remember,1.9066845422088425
3586,are out,1.9059869507756115
3587,the very,1.9038417212538883
3588,they get,1.9038242328759496
3589,can go,1.903002941144205
3590,nature,1.902753416295842
3591,get into,1.9019575555545853
3592,the ass,1.9019318081938634
3593,so proud,1.9016114434406655
3594,called the,1.9011835152690704
3595,christ,1.9007099107495955
3596,your ignorant,1.9003226258186336
3597,you now,1.900090013573176
3598,yup,1.900010979860291
3599,your way,1.8997784155440458
3600,out with,1.899297946558127
3601,be nice,1.898948188060145
3602,xa0 don,1.8988740693248325
3603,down on,1.8987535764281882
3604,civil,1.8986894373947905
3605,after all,1.8986629160779671
3606,have had,1.8979413564524288
3607,and put,1.8978748769462142
3608,woods,1.897639677824883
3609,the comment,1.8975310157231569
3610,wealthy,1.8974701886931913
3611,destroy,1.8973777297118612
3612,till,1.895939823070527
3613,produce,1.8958373280232546
3614,pick up,1.8950093505014207
3615,just so,1.8941159369713292
3616,avclub,1.8939935685320977
3617,money to,1.8939416590460643
3618,you watch,1.893454224995024
3619,pitcher,1.8924715704828434
3620,realy,1.891892639046222
3621,colors,1.8918216347763581
3622,is my,1.8916899994826653
3623,washington,1.8916437464642797
3624,dumb bitch,1.8915591887420735
3625,messiah,1.8909209437052963
3626,sharing,1.8908795380241237
3627,minded,1.8902669212409522
3628,decision,1.889967548205023
3629,mess,1.889835353056248
3630,humanity,1.8895470450943173
3631,tear,1.8893970306045555
3632,matter what,1.8893433152760135
3633,that to,1.8872689636829978
3634,fuck outta,1.886992283837074
3635,faggots,1.8869506237939535
3636,doctors,1.8868472203775812
3637,net,1.8859801122118647
3638,are disgusting,1.8859065072306846
3639,nd,1.8852845640807725
3640,wild,1.8840603276683037
3641,coke,1.8840147597438845
3642,willing,1.8829842818527205
3643,spelled,1.8829541639228742
3644,is xa0,1.882880773835932
3645,of here,1.8821911713002788
3646,u0161,1.881103943133213
3647,change the,1.8800927289293516
3648,this time,1.8794252886957745
3649,until it,1.8791798872328696
3650,falling,1.8789630854504191
3651,smelling,1.8779398209840212
3652,would know,1.8774344134036118
3653,dicks,1.876896637604141
3654,irrelevant,1.8763413660369441
3655,you married,1.8761299492230585
3656,laptop,1.8760698462023284
3657,are absolutely,1.8757210865702827
3658,you fat,1.875324114655995
3659,cancer,1.8749496828375376
3660,selling,1.8749429817828047
3661,winner,1.87426612081602
3662,to shut,1.874158367780263
3663,people that,1.8738845767948398
3664,to people,1.8733133757649363
3665,coming out,1.8732973640895525
3666,went to,1.873096054322858
3667,are to,1.872806857526395
3668,safe,1.8726702928530579
3669,and always,1.8725744261583295
3670,his dick,1.8719850031385898
3671,re too,1.8703742717582306
3672,sure are,1.8698025773531348
3673,offer,1.8691014631165883
3674,bit of,1.8690964900071583
3675,did the,1.8683813120844017
3676,jacket,1.8681557331056395
3677,leadership,1.8680905453144354
3678,dreams,1.8679567056647628
3679,feet,1.8678651115450875
3680,your hair,1.867730422381567
3681,did it,1.8675444360372389
3682,xe8,1.8674286536450158
3683,about as,1.8669109700836422
3684,do we,1.86679411364767
3685,never been,1.865705158259
3686,that just,1.8651421088309255
3687,to run,1.8650948649665087
3688,and her,1.865051034725336
3689,model,1.8647331160148097
3690,stop the,1.864674360187172
3691,league,1.8644062162050998
3692,was that,1.8639882453340495
3693,really you,1.8634534429170642
3694,chocolate,1.8615313958431872
3695,was so,1.8611284190871555
3696,democratic,1.861032350822155
3697,waiting to,1.860660840099855
3698,stretch,1.86023038315874
3699,solution,1.85957285068531
3700,all see,1.8592494451486652
3701,black and,1.8581356994505456
3702,mate,1.8571519720723777
3703,and call,1.8570774631590892
3704,left wing,1.857001246121119
3705,christians,1.856913100296395
3706,yourself xa0,1.8565569060754918
3707,concerned,1.8562505274664574
3708,dope,1.8554342892995364
3709,him so,1.8552699150422867
3710,weird,1.854635308829593
3711,there and,1.8543211943782778
3712,xe5,1.8541201370914633
3713,and white,1.8530172292723213
3714,animal,1.8526738541401895
3715,billion,1.8518894053257482
3716,wait to,1.851141640440575
3717,basically,1.8506411256729203
