,y_true_bool,y_predict_prob_0,y_predict_prob_1,y_true_binary,y_prediction
8295,False,0.7706158,0.22938421,0,0
8296,False,0.85079044,0.14920957,0,0
8297,False,0.71910346,0.28089654,0,0
8298,True,0.7603168,0.23968321,1,0
8299,False,0.8535663,0.14643368,0,0
8300,False,0.65743124,0.34256876,0,0
8301,False,0.7648742,0.2351258,0,0
8302,False,0.736122,0.26387802,0,0
8303,False,0.80232424,0.1976758,0,0
8304,False,0.716138,0.28386196,0,0
8305,False,0.95201385,0.047986194,0,0
8306,False,0.7384765,0.2615235,0,0
8307,False,0.7573681,0.24263193,0,0
8308,False,0.77790785,0.2220922,0,0
8309,False,0.87370485,0.12629513,0,0
8310,True,0.5378389,0.46216112,1,0
8311,False,0.8192446,0.18075538,0,0
8312,False,0.8103551,0.18964486,0,0
8313,False,0.7798208,0.22017917,0,0
8314,False,0.78149736,0.21850264,0,0
8315,False,0.8374637,0.16253632,0,0
8316,False,0.9540023,0.045997754,0,0
8317,False,0.98549116,0.014508911,0,0
8318,True,0.48277372,0.5172263,1,1
8319,False,0.8820606,0.11793944,0,0
8320,False,0.85772717,0.1422728,0,0
8321,False,0.85105556,0.1489444,0,0
8322,False,0.8753203,0.12467967,0,0
8323,False,0.8399006,0.16009937,0,0
8324,False,0.86508733,0.13491264,0,0
8325,False,0.822994,0.17700598,0,0
8326,False,0.7901327,0.20986736,0,0
8327,False,0.79547614,0.20452383,0,0
8328,False,0.81771046,0.1822895,0,0
8329,False,0.73812914,0.26187086,0,0
8330,False,0.8115816,0.18841842,0,0
8331,False,0.7537855,0.24621454,0,0
8332,False,0.88375384,0.11624615,0,0
8333,False,0.89107245,0.1089275,0,0
8334,False,0.83265543,0.16734453,0,0
8335,False,0.7523465,0.2476535,0,0
8336,False,0.72865814,0.27134192,0,0
8337,True,0.8399395,0.1600606,1,0
8338,True,0.75111884,0.24888115,1,0
8339,False,0.81602764,0.18397242,0,0
8340,False,0.91352355,0.08647644,0,0
8341,False,0.8822183,0.11778171,0,0
8342,False,0.80540603,0.19459395,0,0
8343,False,0.8230712,0.17692883,0,0
8344,True,0.62889546,0.37110457,1,0
8345,False,0.8424173,0.15758267,0,0
8346,False,0.75574857,0.24425149,0,0
8347,False,0.7954721,0.20452785,0,0
8348,False,0.9387836,0.06121635,0,0
8349,False,0.8073081,0.19269197,0,0
8350,False,0.93366265,0.06633737,0,0
8351,False,0.77825356,0.22174652,0,0
8352,False,0.8352673,0.16473268,0,0
8353,False,0.7367242,0.26327577,0,0
8354,False,0.7832874,0.21671261,0,0
8355,False,0.8560884,0.1439116,0,0
8356,False,0.8670002,0.13299972,0,0
8357,False,0.77956045,0.22043954,0,0
8358,False,0.8733829,0.12661706,0,0
8359,False,0.6510004,0.34899962,0,0
8360,False,0.90335464,0.09664537,0,0
8361,False,0.77246946,0.22753055,0,0
8362,False,0.83555716,0.1644428,0,0
8363,False,0.8356449,0.16435505,0,0
8364,False,0.7639875,0.2360125,0,0
8365,False,0.8831581,0.11684196,0,0
8366,False,0.81794256,0.18205741,0,0
8367,False,0.9782996,0.021700384,0,0
8368,False,0.8563891,0.14361086,0,0
8369,False,0.90649825,0.093501784,0,0
8370,False,0.80546564,0.19453436,0,0
8371,True,0.8263778,0.17362222,1,0
8372,False,0.8545137,0.14548633,0,0
8373,False,0.83548576,0.16451423,0,0
8374,True,0.57066625,0.42933375,1,0
8375,False,0.8515808,0.1484192,0,0
8376,False,0.7639769,0.23602311,0,0
8377,False,0.689085,0.31091496,0,0
8378,False,0.86780494,0.13219504,0,0
8379,False,0.7914014,0.20859861,0,0
8380,False,0.815148,0.18485202,0,0
8381,False,0.9145523,0.08544778,0,0
8382,False,0.69442725,0.30557278,0,0
8383,False,0.80526465,0.19473538,0,0
8384,False,0.88800055,0.1119995,0,0
8385,False,0.8962591,0.103740916,0,0
8386,False,0.80066293,0.19933702,0,0
8387,False,0.752222,0.24777803,0,0
8388,False,0.87328047,0.12671953,0,0
8389,False,0.83879054,0.16120951,0,0
8390,False,0.8716545,0.12834544,0,0
8391,False,0.8919287,0.1080713,0,0
8392,True,0.74032336,0.2596766,1,0
8393,False,0.8842763,0.115723744,0,0
8394,False,0.792926,0.20707396,0,0
8395,False,0.82683545,0.17316453,0,0
8396,False,0.7644818,0.23551823,0,0
8397,False,0.9128104,0.08718964,0,0
8398,False,0.7938169,0.20618305,0,0
8399,True,0.4595669,0.5404331,1,1
8400,False,0.83149105,0.16850898,0,0
8401,True,0.59744775,0.40255225,1,0
8402,False,0.81414354,0.1858564,0,0
8403,False,0.8211074,0.17889258,0,0
8404,False,0.77094865,0.22905137,0,0
8405,False,0.78442,0.21558003,0,0
8406,False,0.8435725,0.15642755,0,0
8407,False,0.81344885,0.18655114,0,0
8408,False,0.781907,0.21809302,0,0
8409,True,0.6189418,0.38105822,1,0
8410,False,0.94321436,0.056785595,0,0
8411,False,0.8265398,0.17346017,0,0
8412,True,0.80068976,0.19931027,1,0
8413,False,0.76752263,0.2324773,0,0
8414,False,0.83652264,0.16347735,0,0
8415,False,0.8324572,0.16754276,0,0
8416,False,0.7590491,0.24095084,0,0
8417,False,0.84013397,0.15986602,0,0
8418,False,0.7472448,0.25275522,0,0
8419,False,0.8532869,0.14671314,0,0
8420,False,0.95619303,0.043806992,0,0
8421,False,0.7878939,0.2121061,0,0
8422,False,0.8431909,0.15680908,0,0
8423,True,0.73358685,0.26641318,1,0
8424,False,0.88746035,0.11253964,0,0
8425,False,0.89700913,0.10299082,0,0
8426,False,0.7763999,0.22360006,0,0
8427,False,0.8436953,0.15630478,0,0
8428,False,0.7763013,0.2236987,0,0
8429,True,0.5533698,0.44663024,1,0
8430,True,0.91295815,0.08704191,1,0
8431,False,0.8651924,0.13480763,0,0
8432,False,0.8532657,0.1467343,0,0
8433,False,0.8467469,0.15325306,0,0
8434,True,0.62343967,0.37656036,1,0
8435,False,0.72953117,0.27046883,0,0
8436,False,0.81054634,0.18945366,0,0
8437,False,0.83953786,0.16046216,0,0
8438,False,0.79027843,0.20972157,0,0
8439,False,0.8382731,0.16172695,0,0
8440,False,0.87420005,0.1257999,0,0
8441,True,0.6613797,0.3386203,1,0
8442,False,0.7456312,0.25436872,0,0
8443,False,0.76789314,0.23210688,0,0
8444,False,0.8280215,0.17197852,0,0
8445,False,0.8287078,0.17129216,0,0
8446,True,0.77287287,0.22712716,1,0
8447,False,0.740567,0.25943297,0,0
8448,False,0.7620826,0.2379174,0,0
8449,False,0.8351718,0.16482815,0,0
8450,False,0.89270246,0.10729754,0,0
8451,False,0.7464881,0.2535119,0,0
8452,False,0.8671389,0.1328611,0,0
8453,False,0.7775027,0.22249733,0,0
8454,False,0.7290453,0.27095467,0,0
8455,False,0.69053626,0.30946374,0,0
8456,False,0.84529674,0.15470327,0,0
8457,False,0.8280515,0.17194849,0,0
8458,False,0.8000707,0.1999293,0,0
8459,False,0.93624413,0.06375587,0,0
8460,False,0.7804575,0.21954247,0,0
8461,False,0.7450338,0.25496623,0,0
8462,False,0.95204365,0.047956314,0,0
8463,False,0.8118251,0.18817489,0,0
8464,True,0.8348827,0.16511734,1,0
8465,False,0.7922183,0.20778173,0,0
8466,False,0.7749306,0.2250694,0,0
8467,True,0.74534553,0.25465447,1,0
8468,False,0.8263324,0.17366762,0,0
8469,True,0.63638955,0.36361048,1,0
8470,False,0.7626781,0.23732187,0,0
8471,False,0.7549905,0.24500948,0,0
8472,False,0.8684248,0.13157523,0,0
8473,True,0.6675297,0.3324703,1,0
8474,True,0.8155457,0.1844544,1,0
8475,False,0.8582639,0.14173608,0,0
8476,False,0.78108513,0.21891491,0,0
8477,False,0.7401027,0.2598973,0,0
8478,False,0.74586844,0.2541315,0,0
8479,False,0.8653659,0.13463409,0,0
8480,False,0.8563265,0.14367352,0,0
8481,False,0.8319978,0.1680022,0,0
8482,False,0.92860395,0.07139602,0,0
8483,False,0.7934319,0.20656808,0,0
8484,False,0.9649249,0.035075124,0,0
8485,False,0.7065486,0.2934514,0,0
8486,False,0.7719283,0.22807176,0,0
8487,False,0.82756877,0.17243123,0,0
8488,False,0.87546927,0.12453076,0,0
8489,False,0.8826502,0.11734974,0,0
8490,False,0.8209139,0.17908609,0,0
8491,False,0.7935667,0.20643327,0,0
8492,False,0.9427534,0.05724663,0,0
8493,False,0.8336766,0.16632345,0,0
8494,False,0.8718519,0.12814803,0,0
8495,False,0.82728267,0.17271733,0,0
8496,False,0.8019748,0.1980252,0,0
8497,False,0.91826844,0.08173158,0,0
8498,False,0.83316636,0.16683367,0,0
8499,False,0.79070085,0.20929913,0,0
8500,False,0.9506166,0.049383324,0,0
8501,True,0.82092524,0.17907475,1,0
8502,False,0.9797809,0.020219035,0,0
8503,False,0.6813363,0.31866375,0,0
8504,False,0.9183754,0.08162457,0,0
8505,False,0.88089573,0.11910428,0,0
8506,False,0.92308134,0.07691863,0,0
8507,False,0.8375512,0.16244882,0,0
8508,False,0.80207837,0.19792163,0,0
8509,False,0.90933776,0.09066222,0,0
8510,True,0.9659764,0.03402352,1,0
8511,False,0.89780444,0.10219554,0,0
8512,False,0.79342544,0.20657453,0,0
8513,False,0.85578364,0.14421631,0,0
8514,False,0.8170996,0.18290044,0,0
8515,False,0.90533006,0.09466993,0,0
8516,False,0.737273,0.26272702,0,0
8517,True,0.6659394,0.3340606,1,0
8518,False,0.8762866,0.123713374,0,0
8519,False,0.8117768,0.18822315,0,0
8520,False,0.87693477,0.12306525,0,0
8521,False,0.7231746,0.27682543,0,0
8522,False,0.7665522,0.23344776,0,0
8523,False,0.7497861,0.25021398,0,0
8524,True,0.41223314,0.5877668,1,1
8525,False,0.7487756,0.25122443,0,0
8526,False,0.76916444,0.23083556,0,0
8527,False,0.94005406,0.059945934,0,0
8528,False,0.8185681,0.18143193,0,0
8529,False,0.8063485,0.19365145,0,0
8530,False,0.77441406,0.22558591,0,0
8531,False,0.82322425,0.17677577,0,0
8532,False,0.94016993,0.05983006,0,0
8533,False,0.85679,0.14321005,0,0
8534,False,0.80443007,0.19556992,0,0
8535,False,0.85289407,0.14710595,0,0
8536,False,0.7842892,0.21571077,0,0
8537,False,0.8136025,0.18639751,0,0
8538,False,0.8301376,0.1698624,0,0
8539,False,0.74648786,0.25351214,0,0
8540,False,0.78053516,0.21946487,0,0
8541,False,0.83319455,0.16680542,0,0
8542,True,0.84747803,0.15252192,1,0
8543,False,0.78247917,0.21752082,0,0
8544,True,0.9632489,0.03675114,1,0
8545,False,0.6755046,0.3244954,0,0
8546,False,0.77578706,0.22421291,0,0
8547,False,0.7962668,0.20373319,0,0
8548,False,0.8801678,0.11983228,0,0
8549,False,0.92795086,0.07204912,0,0
8550,False,0.9307325,0.06926757,0,0
8551,False,0.77369905,0.226301,0,0
8552,False,0.9540415,0.045958567,0,0
8553,False,0.80732983,0.19267017,0,0
8554,False,0.808329,0.191671,0,0
8555,False,0.8904416,0.10955836,0,0
8556,False,0.81503046,0.18496959,0,0
8557,True,0.5984598,0.40154028,1,0
8558,False,0.89149123,0.10850874,0,0
8559,False,0.86397403,0.13602598,0,0
8560,False,0.7673948,0.23260519,0,0
8561,False,0.7511396,0.24886045,0,0
8562,False,0.8522009,0.14779909,0,0
8563,True,0.46975923,0.5302408,1,1
8564,False,0.8022064,0.19779363,0,0
8565,False,0.80455875,0.19544126,0,0
8566,False,0.82934874,0.17065121,0,0
8567,False,0.8175276,0.18247244,0,0
8568,False,0.75789154,0.2421085,0,0
8569,False,0.7533159,0.24668415,0,0
8570,False,0.8039635,0.19603649,0,0
8571,False,0.7464573,0.25354266,0,0
8572,False,0.77941304,0.22058699,0,0
8573,False,0.963888,0.03611204,0,0
8574,False,0.70636505,0.2936349,0,0
8575,False,0.69316834,0.30683163,0,0
8576,False,0.81108314,0.18891688,0,0
8577,False,0.89541435,0.104585595,0,0
8578,False,0.79627717,0.20372285,0,0
8579,False,0.902093,0.09790694,0,0
8580,False,0.88727325,0.1127267,0,0
8581,True,0.599227,0.400773,1,0
8582,False,0.84625924,0.15374076,0,0
8583,False,0.8389506,0.16104949,0,0
8584,False,0.7533773,0.24662268,0,0
8585,False,0.78396446,0.2160355,0,0
8586,False,0.86585826,0.13414171,0,0
8587,False,0.8156242,0.18437581,0,0
8588,False,0.78881574,0.21118425,0,0
8589,False,0.834627,0.165373,0,0
8590,False,0.8143578,0.18564214,0,0
8591,False,0.95890564,0.041094393,0,0
8592,False,0.82500905,0.17499095,0,0
8593,False,0.789322,0.21067804,0,0
8594,False,0.79006183,0.20993814,0,0
8595,False,0.85274726,0.14725275,0,0
8596,True,0.84803116,0.1519688,1,0
8597,True,0.80038446,0.1996155,1,0
8598,False,0.7260386,0.27396145,0,0
8599,False,0.7047006,0.29529935,0,0
8600,False,0.8651109,0.13488911,0,0
8601,True,0.8604956,0.13950433,1,0
8602,False,0.6582289,0.34177113,0,0
8603,False,0.7945107,0.20548931,0,0
8604,False,0.8597363,0.14026372,0,0
8605,False,0.8685436,0.13145642,0,0
8606,False,0.75184524,0.24815474,0,0
8607,True,0.71857274,0.28142732,1,0
8608,False,0.8430786,0.15692136,0,0
8609,False,0.70515424,0.29484573,0,0
8610,False,0.81147105,0.18852891,0,0
8611,False,0.93045187,0.06954814,0,0
8612,False,0.9953158,0.004684183,0,0
8613,True,0.77080375,0.22919619,1,0
8614,False,0.86190265,0.13809738,0,0
8615,False,0.74564636,0.25435367,0,0
8616,False,0.75868887,0.24131112,0,0
8617,True,0.5807796,0.41922042,1,0
8618,False,0.81939983,0.1806002,0,0
8619,False,0.9351083,0.064891644,0,0
8620,False,0.9299443,0.07005573,0,0
8621,True,0.6598971,0.34010294,1,0
8622,False,0.83154625,0.16845374,0,0
8623,False,0.79124177,0.20875823,0,0
8624,True,0.597814,0.40218598,1,0
8625,False,0.8443693,0.15563068,0,0
8626,False,0.63968706,0.36031294,0,0
8627,False,0.82728565,0.17271435,0,0
8628,False,0.76294154,0.23705845,0,0
8629,False,0.8790693,0.12093067,0,0
8630,False,0.7855815,0.2144184,0,0
8631,True,0.6385211,0.36147892,1,0
8632,False,0.9042461,0.09575394,0,0
8633,False,0.82391214,0.17608781,0,0
8634,False,0.6710138,0.32898626,0,0
8635,False,0.8085611,0.19143891,0,0
8636,False,0.8333127,0.16668734,0,0
8637,False,0.7872057,0.21279432,0,0
8638,False,0.94327515,0.0567249,0,0
8639,False,0.796467,0.20353301,0,0
8640,False,0.8690447,0.13095523,0,0
8641,False,0.82246554,0.17753445,0,0
8642,False,0.7079222,0.2920778,0,0
8643,False,0.8579713,0.14202869,0,0
8644,False,0.8039996,0.19600038,0,0
8645,False,0.92393476,0.07606519,0,0
8646,False,0.8949503,0.10504973,0,0
8647,False,0.75721645,0.24278359,0,0
8648,False,0.86533576,0.1346643,0,0
8649,False,0.78948414,0.21051586,0,0
8650,False,0.9719697,0.028030299,0,0
8651,False,0.64365935,0.35634065,0,0
8652,False,0.8930962,0.106903784,0,0
8653,False,0.74021226,0.25978777,0,0
8654,True,0.46771452,0.5322855,1,1
8655,False,0.79110956,0.20889047,0,0
8656,False,0.7848873,0.2151127,0,0
8657,False,0.8264131,0.17358688,0,0
8658,False,0.8843079,0.115692034,0,0
8659,False,0.89617217,0.1038278,0,0
8660,False,0.88258594,0.11741408,0,0
8661,False,0.88808334,0.1119167,0,0
8662,False,0.90079844,0.09920161,0,0
8663,False,0.86153466,0.13846529,0,0
8664,False,0.83199626,0.16800375,0,0
8665,False,0.889184,0.110816024,0,0
8666,False,0.8472403,0.1527597,0,0
8667,True,0.840941,0.15905896,1,0
8668,True,0.6661291,0.33387092,1,0
8669,True,0.72308856,0.27691147,1,0
8670,False,0.8444754,0.15552467,0,0
8671,False,0.67677677,0.32322323,0,0
8672,True,0.90950626,0.0904938,1,0
8673,True,0.5382722,0.46172786,1,0
8674,False,0.8831897,0.11681029,0,0
8675,False,0.94436836,0.055631664,0,0
8676,False,0.8061731,0.19382697,0,0
8677,False,0.9451978,0.054802135,0,0
8678,False,0.85033584,0.14966413,0,0
8679,False,0.90059865,0.09940133,0,0
8680,True,0.5146118,0.48538822,1,0
8681,False,0.8404238,0.15957615,0,0
8682,False,0.9421224,0.057877563,0,0
8683,False,0.84085006,0.1591499,0,0
8684,True,0.7183129,0.28168702,1,0
8685,True,0.50661755,0.49338248,1,0
8686,False,0.77140707,0.22859296,0,0
8687,False,0.75864613,0.24135388,0,0
8688,False,0.7594666,0.24053334,0,0
8689,False,0.829883,0.17011702,0,0
8690,False,0.8805177,0.11948224,0,0
8691,False,0.84002644,0.15997364,0,0
8692,False,0.7957455,0.2042545,0,0
8693,False,0.76541567,0.23458439,0,0
8694,False,0.76160204,0.23839791,0,0
8695,True,0.84235364,0.15764642,1,0
8696,False,0.8936818,0.10631819,0,0
8697,False,0.8561944,0.14380564,0,0
8698,False,0.89337796,0.10662203,0,0
8699,False,0.9348213,0.06517869,0,0
8700,False,0.9061371,0.09386282,0,0
8701,False,0.8101783,0.1898217,0,0
8702,False,0.72281665,0.27718332,0,0
8703,False,0.7970082,0.20299175,0,0
8704,False,0.78535247,0.21464752,0,0
8705,True,0.72954035,0.27045968,1,0
8706,False,0.8395782,0.1604218,0,0
8707,False,0.83878994,0.16121012,0,0
8708,False,0.80777365,0.19222641,0,0
8709,False,0.8490616,0.15093839,0,0
8710,False,0.77894133,0.22105862,0,0
8711,False,0.9910609,0.008939117,0,0
8712,False,0.9372929,0.062707156,0,0
8713,False,0.88796747,0.11203253,0,0
8714,False,0.8772688,0.122731246,0,0
8715,False,0.7975782,0.20242177,0,0
8716,False,0.80751914,0.19248089,0,0
8717,False,0.7762079,0.2237921,0,0
8718,False,0.8012391,0.19876091,0,0
8719,False,0.7905331,0.20946689,0,0
8720,False,0.8756676,0.12433239,0,0
8721,False,0.6737263,0.32627368,0,0
8722,False,0.93230987,0.06769015,0,0
8723,True,0.80988634,0.19011372,1,0
8724,False,0.75297254,0.24702741,0,0
8725,False,0.9430641,0.056935877,0,0
8726,False,0.92207026,0.07792969,0,0
8727,False,0.7918441,0.20815592,0,0
8728,False,0.83622783,0.16377218,0,0
8729,False,0.8171565,0.18284358,0,0
8730,False,0.74594253,0.25405747,0,0
8731,True,0.7662913,0.23370865,1,0
8732,False,0.9000806,0.09991941,0,0
8733,False,0.7794754,0.22052464,0,0
8734,False,0.8394138,0.16058621,0,0
8735,False,0.8383707,0.16162935,0,0
8736,False,0.8337963,0.16620371,0,0
8737,False,0.7873967,0.21260335,0,0
8738,False,0.93363076,0.06636921,0,0
8739,False,0.7920874,0.20791264,0,0
8740,False,0.7282324,0.27176765,0,0
8741,True,0.7669597,0.23304029,1,0
8742,False,0.81938267,0.18061729,0,0
8743,False,0.8051141,0.19488586,0,0
8744,False,0.8982576,0.10174235,0,0
8745,False,0.76463395,0.23536602,0,0
8746,True,0.68368393,0.31631607,1,0
8747,False,0.8208731,0.17912695,0,0
8748,False,0.83316636,0.16683367,0,0
8749,False,0.9549946,0.045005374,0,0
8750,False,0.8824607,0.11753934,0,0
8751,False,0.79797155,0.20202845,0,0
8752,False,0.94406,0.05593989,0,0
8753,False,0.7679599,0.23204009,0,0
8754,False,0.824965,0.17503497,0,0
8755,True,0.73257643,0.26742363,1,0
8756,False,0.8243534,0.1756466,0,0
8757,True,0.90079707,0.09920288,1,0
8758,False,0.7827913,0.21720867,0,0
8759,True,0.7557639,0.2442361,1,0
8760,True,0.729297,0.27070305,1,0
8761,False,0.8020553,0.1979447,0,0
8762,False,0.9315491,0.068450876,0,0
8763,False,0.87677747,0.12322252,0,0
8764,False,0.8097019,0.19029807,0,0
8765,False,0.8199329,0.18006706,0,0
8766,False,0.73373914,0.26626083,0,0
8767,False,0.8278614,0.17213859,0,0
8768,True,0.7179207,0.28207922,1,0
8769,False,0.72185606,0.27814388,0,0
8770,True,0.8564432,0.1435568,1,0
8771,False,0.91781825,0.082181804,0,0
8772,False,0.85773796,0.14226198,0,0
8773,False,0.7131204,0.28687963,0,0
8774,False,0.87572736,0.124272645,0,0
8775,False,0.88382804,0.11617195,0,0
8776,False,0.8981936,0.101806454,0,0
8777,False,0.92039776,0.07960221,0,0
8778,False,0.8857375,0.11426256,0,0
8779,False,0.86255324,0.13744676,0,0
8780,False,0.8818802,0.11811975,0,0
8781,False,0.8692534,0.13074668,0,0
8782,True,0.5231784,0.47682163,1,0
8783,False,0.72685844,0.2731415,0,0
8784,False,0.73789716,0.26210287,0,0
8785,True,0.6847423,0.31525776,1,0
8786,False,0.80007297,0.19992703,0,0
8787,False,0.80825067,0.19174932,0,0
8788,False,0.7775293,0.22247067,0,0
8789,False,0.8711458,0.12885416,0,0
8790,True,0.42049846,0.5795015,1,1
8791,False,0.7259353,0.27406478,0,0
8792,False,0.99013966,0.009860273,0,0
8793,False,0.8269073,0.17309275,0,0
8794,False,0.82094973,0.17905025,0,0
8795,True,0.8074304,0.19256964,1,0
8796,True,0.74307275,0.25692722,1,0
8797,False,0.7528886,0.24711144,0,0
8798,False,0.7660551,0.23394492,0,0
8799,False,0.82438475,0.17561528,0,0
8800,False,0.7574646,0.24253547,0,0
8801,False,0.8784911,0.121508844,0,0
8802,False,0.874932,0.12506802,0,0
8803,False,0.9017604,0.098239556,0,0
8804,False,0.84525424,0.15474582,0,0
8805,False,0.7337352,0.26626486,0,0
8806,True,0.77602124,0.22397871,1,0
8807,True,0.70501083,0.2949892,1,0
8808,False,0.8257164,0.17428361,0,0
8809,False,0.6860079,0.31399205,0,0
8810,False,0.9252744,0.07472562,0,0
8811,False,0.875406,0.12459397,0,0
8812,False,0.87040806,0.129592,0,0
8813,False,0.7724467,0.2275533,0,0
8814,False,0.9332036,0.066796474,0,0
8815,False,0.7780865,0.22191356,0,0
8816,False,0.7636429,0.23635706,0,0
8817,False,0.9683372,0.03166286,0,0
8818,False,0.89480335,0.10519665,0,0
8819,False,0.83045363,0.1695464,0,0
8820,False,0.76029015,0.23970988,0,0
8821,False,0.86064327,0.13935672,0,0
8822,False,0.81185484,0.18814516,0,0
8823,False,0.92723197,0.072768055,0,0
8824,False,0.8572614,0.14273866,0,0
8825,False,0.7722858,0.22771415,0,0
8826,False,0.8729328,0.12706724,0,0
8827,False,0.7890574,0.21094261,0,0
8828,False,0.7749009,0.2250991,0,0
8829,True,0.8126103,0.18738964,1,0
8830,False,0.7817216,0.21827841,0,0
8831,True,0.7060543,0.2939458,1,0
8832,False,0.805514,0.19448602,0,0
8833,False,0.8534612,0.14653876,0,0
8834,False,0.86005944,0.13994054,0,0
8835,False,0.84088033,0.15911964,0,0
8836,False,0.8876266,0.11237343,0,0
8837,False,0.90820605,0.091793895,0,0
8838,True,0.68303144,0.3169686,1,0
8839,True,0.7518349,0.24816504,1,0
8840,False,0.7173303,0.2826697,0,0
8841,False,0.6878646,0.31213543,0,0
8842,False,0.7268702,0.27312985,0,0
8843,True,0.65306807,0.34693196,1,0
8844,False,0.72094226,0.27905774,0,0
8845,False,0.80225,0.19774996,0,0
8846,False,0.7951406,0.20485933,0,0
8847,False,0.900046,0.099954024,0,0
8848,False,0.8885528,0.111447245,0,0
8849,True,0.6550829,0.34491712,1,0
8850,False,0.8898531,0.110146865,0,0
8851,False,0.8477951,0.1522049,0,0
8852,False,0.9505162,0.049483772,0,0
8853,False,0.8418007,0.15819934,0,0
8854,False,0.829862,0.17013796,0,0
8855,False,0.842157,0.15784295,0,0
8856,False,0.8378984,0.1621016,0,0
8857,False,0.8731113,0.12688868,0,0
8858,False,0.75882775,0.24117225,0,0
8859,False,0.68857795,0.31142205,0,0
8860,False,0.9048902,0.09510977,0,0
8861,False,0.766594,0.23340596,0,0
8862,True,0.49471566,0.5052843,1,1
8863,False,0.881716,0.118284,0,0
8864,False,0.8559054,0.14409462,0,0
8865,False,0.8730479,0.1269521,0,0
8866,False,0.762582,0.23741804,0,0
8867,False,0.7704529,0.2295471,0,0
8868,False,0.8879357,0.11206434,0,0
8869,False,0.76744205,0.23255792,0,0
8870,True,0.74548405,0.25451592,1,0
8871,False,0.8708273,0.1291727,0,0
8872,False,0.8251742,0.17482574,0,0
8873,False,0.7773586,0.22264142,0,0
8874,True,0.6081605,0.39183956,1,0
8875,True,0.62098956,0.37901047,1,0
8876,False,0.8768767,0.12312322,0,0
8877,False,0.77279365,0.22720633,0,0
8878,True,0.8367747,0.16322525,1,0
8879,False,0.9883456,0.011654399,0,0
8880,False,0.78632736,0.21367265,0,0
8881,False,0.908238,0.091762036,0,0
8882,False,0.9539961,0.046003837,0,0
8883,False,0.7559775,0.24402249,0,0
8884,False,0.7275595,0.2724405,0,0
8885,False,0.9111117,0.088888355,0,0
8886,False,0.7292561,0.27074388,0,0
8887,False,0.7930155,0.2069845,0,0
8888,False,0.98112476,0.018875208,0,0
8889,False,0.8044482,0.1955518,0,0
8890,False,0.8369883,0.16301167,0,0
8891,True,0.6647759,0.33522412,1,0
8892,False,0.9186231,0.081376895,0,0
8893,True,0.90380543,0.096194535,1,0
8894,False,0.7995184,0.20048161,0,0
8895,False,0.7849879,0.21501203,0,0
8896,False,0.87819535,0.12180462,0,0
8897,False,0.8415912,0.15840882,0,0
8898,True,0.4678597,0.5321403,1,1
8899,False,0.8470458,0.15295422,0,0
8900,False,0.929753,0.07024706,0,0
8901,False,0.8177752,0.18222477,0,0
8902,False,0.82184273,0.17815728,0,0
8903,False,0.8666725,0.13332747,0,0
8904,False,0.77267003,0.22732995,0,0
8905,False,0.9310822,0.06891779,0,0
8906,False,0.84265375,0.15734623,0,0
8907,False,0.9078642,0.092135794,0,0
8908,False,0.7789767,0.2210234,0,0
8909,False,0.83066833,0.16933164,0,0
8910,False,0.8246029,0.17539702,0,0
8911,False,0.7639885,0.23601152,0,0
8912,False,0.8934204,0.10657965,0,0
8913,False,0.9654633,0.034536753,0,0
8914,False,0.8562844,0.14371563,0,0
8915,False,0.7509419,0.2490581,0,0
8916,False,0.7428356,0.25716442,0,0
8917,True,0.6216622,0.37833783,1,0
8918,False,0.89799136,0.10200862,0,0
8919,False,0.7946734,0.20532665,0,0
8920,False,0.88275397,0.11724599,0,0
8921,False,0.86382294,0.1361771,0,0
8922,False,0.8351915,0.16480853,0,0
8923,False,0.7246428,0.27535722,0,0
8924,False,0.7532718,0.24672823,0,0
8925,False,0.83983386,0.16016613,0,0
8926,False,0.9696483,0.030351665,0,0
8927,False,0.8104012,0.18959875,0,0
8928,False,0.74870336,0.25129667,0,0
8929,False,0.8230294,0.17697056,0,0
8930,False,0.8025357,0.19746429,0,0
8931,False,0.76082855,0.23917143,0,0
8932,False,0.76555043,0.23444952,0,0
8933,True,0.51877755,0.48122245,1,0
8934,False,0.95680094,0.04319907,0,0
8935,False,0.7731862,0.22681376,0,0
8936,False,0.7997724,0.20022762,0,0
8937,False,0.76060826,0.2393917,0,0
8938,False,0.87062025,0.12937976,0,0
8939,False,0.78917474,0.21082525,0,0
8940,False,0.88888955,0.1111105,0,0
8941,False,0.7590246,0.24097537,0,0
8942,False,0.8049873,0.1950127,0,0
8943,False,0.7812878,0.2187122,0,0
8944,False,0.830577,0.16942294,0,0
8945,False,0.7248267,0.27517334,0,0
8946,False,0.8186415,0.18135855,0,0
8947,False,0.9242419,0.07575805,0,0
8948,False,0.8735289,0.12647106,0,0
8949,True,0.7421422,0.25785774,1,0
8950,False,0.7570942,0.2429058,0,0
8951,False,0.8477484,0.15225153,0,0
8952,False,0.78308225,0.21691774,0,0
8953,False,0.8699881,0.1300119,0,0
8954,False,0.996071,0.0039289915,0,0
8955,False,0.779052,0.22094797,0,0
8956,False,0.94695526,0.05304473,0,0
8957,False,0.850029,0.14997098,0,0
8958,False,0.849009,0.15099096,0,0
8959,False,0.87663984,0.12336012,0,0
8960,True,0.70440906,0.29559097,1,0
8961,False,0.7766191,0.22338097,0,0
